Name,"Discharge (L/s)",Temperature,"Air Temperature","Delta T",Precip,Source,State,"Log Discharge",Latitude,Longitude,"Approx Heat Flow (W)","Corrected Heat Flow","Log approx heat flow","Crustal Heat Flow (mW/m2)","Heat Flow Area (m2)","Heat Flow Area (km2)","Precip Area (m2)",hfa/pa
"THOUSAND SPRINGS (GAMBLE RANCH SPRING)",85.1666666666667,20.6,6.3,14.3,276,"Garside 1994",Nevada,1.93026964975107,41.3698333333333,-114.191666666667,3777175.73333333,5095623.86666667,6.57716719087506,77,66176933.3333333,66.1769333333333,9731217.39130435,6.80047836486193
"SPRING 6",0.0849,21,6.4,14.6,627,"Garside 1994",Nevada,-1.07109230975605,39.3341666666667,-119.591388888889,3907.4376,5186.23536,3.5918920512614,58.9,88051.5341256367,0.08805153412564,4270.18564593301,20.6200716845878
"HIKKO SPRING AREA",186.116666666667,26.7,11.7,15,232,"Garside 1994",Nevada,2.26978526575444,37.5975,-115.211666666667,13004492.6266667,11680682,7.11409341276124,90.5,129068309.392265,129.068309392265,25299031.0344828,5.10170959576848
"BARTHOLOMAE CORP. WATER WELL",12.6166666666667,22.2,7.1,15.1,263,"Garside 1994",Nevada,1.10094462911643,39.4133333333333,-116.275833333333,644015.226666667,797100.813333333,5.80889613565039,127.8,6237095.56598852,6.23709556598852,1512848.66920152,4.12274915063412
"SULFUR SPRINGS AREA",1.26166666666667,23.3,8.2,15.1,288,"Garside 1994",Nevada,0.10094462911643,39.835,-116.066166666667,70208.2173333333,79710.0813333333,4.84638794594273,127.8,623709.556598853,0.62370955659885,138152.5,4.51464545772861
WW3922T1,13.584,24.2,8.7,15.5,249,"Garside 1994",Nevada,1.13302767289988,41.0733333333333,-119.109722222222,807063.4752,880949.568,5.90690769314215,36.1,24403035.1246537,24.4030351246537,1720421.78313253,14.1843327978683
"JOHNSON RANCH (BIG SPRINGS)",1.89333333333333,22.7,7.1,15.6,275,"Garside 1994",Nevada,0.27722708099136,40.9708333333333,-114.506666666667,100605.674666667,123578.624,5.00262247780653,77,1604917.19480519,1.60491719480519,217120.581818182,7.39182430963253
"TOM ORMECHEA WELL",3.15,24.4,8.2,16.2,200,"Garside 1994",Nevada,0.4983105537896,39.6233333333333,-117.74,189786.24,213509.52,5.27826472174407,347,615301.21037464,0.61530121037464,496692,1.23879831037069
"CANE SPRING",0.31666666666667,23.3,7.1,16.2,279,"Garside 1994",Nevada,-0.49939764943081,41.258,-118.936166666667,17621.6133333333,21463.92,4.24604566739549,36.1,594568.421052632,0.59456842105263,35793.5483870968,16.6110499753349
"WARM SPRING",0.31666666666667,26.1,9.8,16.3,165,"Garside 1994",Nevada,-0.49939764943081,38.3383333333333,-116.66,21331.4266666667,21596.4133333333,4.32901990246025,112,192825.119047619,0.19282511904762,60523.6363636364,3.18594735268537
"BARTHOLOMAE CORP. WATER WELL",0.88333333333333,23.3,6.8,16.5,288,"Garside 1994",Nevada,-0.05387538078285,39.4366666666667,-116.279166666667,49155.0266666667,60981.8,4.69156793604345,127.8,477165.884194053,0.47716588419405,96725,4.93322185778292
"UNNAMED SPRING",3.15,28,11.5,16.5,156,"Garside 1994",Nevada,0.4983105537896,40.0266666666667,-117.648333333333,237232.8,217463.4,5.37517473475212,347,626695.677233429,0.62669567723343,636784.615384615,0.98415643546116
"GLADSTONE CORPORATION WELL",26.8166666666667,33.3,16.5,16.8,163,"Garside 1994",Nevada,1.42840479371539,36.06,-115.148333333333,2614281.74666667,1884975.68,6.41735239060062,58.8,32057409.5238095,32.0574095238095,5188284.66257669,6.17880698702616
"DOUD SPRING",11.355,21.1,4.2,16.9,1022,"Garside 1994",Nevada,1.05518713855575,38.795,-119.653333333333,527353.452,802907.508,5.72210179320163,65,12352423.2,12.3524232,350382.857142857,35.2540740740741
"POINT OF ROCK (KING) SPRING",73.3166666666667,32,14.9,17.1,157,"Garside 1994",Nevada,1.86520271159322,36.4016666666667,-116.271666666667,6748652.53333333,5245543.56,6.82921706827464,72,72854771.6666667,72.8547716666667,14726843.3121019,4.9470731861999
"JERSEY VALLEY AREA - UNNAMED HOT SPRING",0.33333333333333,29,11.8,17.2,168,"Garside 1994",Nevada,-0.47712125471966,40.179,-117.49,26498.6666666667,23988.2666666667,4.42322402209238,347,69130.4514889529,0.06913045148895,62571.4285714286,1.10482456717505
"HOT CREEK SPRINGS AREA",100,26.1,8.6,17.5,289,"Garside 1994",Nevada,2,40.3283333333333,-116.071666666667,6736240,7322000,6.82841755189107,127.8,57292644.7574335,57.2926447574335,10912110.7266436,5.25037237915344
"ASH (ALAMO) SPRINGS AREA",548.233333333333,31.1,13.2,17.9,197,"Garside 1994",Nevada,2.73896543770225,37.46,-115.186666666667,48399354.4266667,41059167.9733333,7.68483956885916,90.5,453692463.793739,453.692463793739,87761859.8984772,5.16958578952827
"UPPER SHELLBOURNE SPRING",28.3833333333333,25,6.4,18.6,307,"Garside 1994",Nevada,1.45306339757896,39.8,-114.655,1781338,2208859.12,6.25074633249386,69.8,31645546.1318052,31.6455461318052,2915624.75570033,10.8537787895836
"FLYNN RANCH SPRINGS",0.63333333333333,26,7.3,18.7,328,"Garside 1994",Nevada,-0.19836765376683,40.0791666666667,-116.035,42397.8666666667,49552.5066666667,4.62734400474831,127.8,387734.793948878,0.38773479394888,60892.6829268293,6.36751043495314
"BLUE EAGLE SPRINGS",117.166666666667,29,10.3,18.7,230,"Garside 1994",Nevada,2.06880407463618,38.5630555555556,-115.5275,9314281.33333333,9167213.73333333,6.96914935144823,130.2,70408707.6292883,70.4087076292883,16065078.2608696,4.38271799775703
"PANACA WARM SPRINGS AREA",307.866666666667,29.5,10.8,18.7,280,"Garside 1994",Nevada,2.48836266952548,37.8083333333333,-114.38,25118225.6,24087734.2933333,7.39998895674721,90.5,266162809.871087,266.162809871087,34674582.8571429,7.67602052972522
"GAP SPRING",0.63333333333333,23,3.3,19.7,364,"Garside 1994",Nevada,-0.19836765376683,37.9796666666667,-117.992666666667,34448.2666666667,52202.3733333333,4.53716737439922,112,466092.619047619,0.46609261904762,54870.3296703297,8.49443810248605
"SAND SPRING",0.01666666666667,30,9.7,20.3,249,"Garside 1994",Nevada,-1.77815125038364,37.74,-115.751666666667,1394.66666666667,1415.58666666667,3.14447042113956,90.1,15711.2837587865,0.01571128375879,2110.84337349398,7.44313100444796
"SCHOOLHOUSE SPRING",288.666666666667,26,5.6,20.4,320,"Garside 1994",Nevada,2.46039663729768,39.4537,-114.7559,19324501.3333333,24638739.2,7.28610829581283,69.8,352990532.951289,352.990532951289,28448100,12.4082287727929
"UNNAMED WELL",25.55,27.7,6.9,20.8,469,"Garside 1994",Nevada,1.40739090447073,39.05,-119.366666666667,1892151.24,2223544.96,6.27695584669176,65,34208384,34.208384,1718005.97014925,19.9116793505835
"CHARNOCK (BIG BLUE) SPRINGS",28.3833333333333,26.7,5.3,21.4,274,"Garside 1994",Nevada,1.45306339757896,38.9914,-117.0415,1983222.97333333,2541375.54666667,6.29737154458576,112,22690853.0952381,22.6908530952381,3266776.64233577,6.94594567659636
"WABUSKA AREA",0.95,30,8.3,21.7,285,"Garside 1994",Nevada,-0.02227639471115,39.1366666666667,-119.181666666667,79496,86253.16,4.90034527681205,54.7,1576840.21937843,1.57684021937843,105120,15.0003826044371
"ELY WARM SPRINGS",1.38333333333333,29,7.1,21.9,277,"Garside 1994",Nevada,0.14092684199243,39.2683333333333,-114.866666666667,109969.466666667,126754.28,5.04127211880448,72.7,1743525.17193948,1.74352517193948,157490.252707581,11.0706862295583
"HICKS (BURRELL) HOT SPRINGS",0.31666666666667,38,16,22,121,"Garside 1994",Nevada,-0.49939764943081,36.9666666666667,-116.723333333333,37098.1333333333,29148.5333333333,4.56935205777062,50.4,578343.915343915,0.57834391534392,82532.2314049587,7.00749156418867
"UNNAMED SPRING",28.3833333333333,28,5.5,22.5,354,"Garside 1994",Nevada,1.45306339757896,39.9168333333333,-114.66,2137605.6,2672007,6.32992757854148,69.8,38280902.5787966,38.2809025787966,2528522.03389831,15.1396357498921
"UNNAMED WELL",0.37833333333333,28.9,6,22.9,266,"Garside 1994",Nevada,-0.42212539319052,39.2375,-116.988,29917.692,36249.4786666667,4.47592808684194,112,323656.059523809,0.32365605952381,44853.8345864662,7.21579464738711
"MCGILL WARM SPRINGS",283.9,29,5.6,23.4,320,"Garside 1994",Nevada,2.45316539252586,39.415,-114.78,22568914.4,27795399.84,7.3535106693379,69.8,398214897.421203,398.214897421203,27978345,14.2329682982036
"UNNAMED SPRING NEAR WARM SPRINGS RANCH",3.15,30,6.3,23.7,359,"Garside 1994",Nevada,0.4983105537896,40.9516666666667,-114.75,263592,312356.52,5.4209322253128,77,4056578.18181818,4.05657818181818,276708.635097493,14.6601069402439
"FISH LAKE VALLEY",0.06666666666667,27.2,3.3,23.9,364,"Garside 1994",Nevada,-1.17609125905568,37.9931,-117.9848,4797.65333333333,6666.50666666667,3.68102886371109,112,59522.3809523809,0.05952238095238,5775.82417582418,10.305435058346
"SILVER PEAK HOT SPRINGS, WATERWORKS SPRINGS",31.5333333333333,34.2,9.7,24.5,156,"Garside 1994",Nevada,1.49876988168213,37.76,-117.636666666667,3192838.29333333,3232418.93333333,6.50417692352178,50.4,64135296.2962963,64.1352962962963,6374584.61538462,10.0610941992221
spring,0.06666666666667,34,9.3,24.7,206,"Garside 1994",Nevada,-1.17609125905568,39.4234,-119.1997,6694.4,6889.65333333333,3.82571165851514,53,129993.459119497,0.1299934591195,10205.8252427184,12.7371825431014
"SHIPLEY HOT SPRINGS",425,32.2,7.3,24.9,328,"Garside 1994",Nevada,2.62838893005031,39.9416666666667,-116.073333333333,39476040,44277180,7.59633358036017,127.8,346456807.511737,346.456807511737,40862195.1219512,8.47866362729055
"SODAVILLE SPRINGS, SODA SPRINGS",1.66666666666667,35,8,27,190,"Garside 1994",Nevada,0.22184874961636,38.3416666666667,-118.101666666667,174333.333333333,188280,5.24138043414761,54.7,3442047.53199269,3.44204753199269,276631.578947368,12.4427136810999
"MOORMAN SPRING",21.5666666666667,37,6.8,30.2,333,"Garside 1994",Nevada,1.33378302594904,38.5947222222222,-115.138333333333,2436343.2,2725094.98666667,6.38673846596724,72.7,37484112.608895,37.484112608895,2042421.62162162,18.3527789816158
"CARLOTTI RANCH SPRING, SULFUR SPRING",6.30833333333333,39,8.6,30.4,289,"Garside 1994",Nevada,0.79991463345245,40.29,-116.05,765427.933333333,802379.626666667,5.88390430721062,127.8,6278400.83463745,6.27840083463745,688372.318339101,9.12064687578654
"METROPOLIS (TWELVEMILE SPRINGS)",50.6333333333333,38.9,5.8,33.1,374,"Garside 1994",Nevada,1.70443651914312,41.245,-114.951666666667,6122461.14666667,7012230.58666667,6.78692603775889,77,91067929.6969697,91.0679296969697,4269445.98930481,21.3301514822063
"SPRING, J.S. RANCH (McCOY)",42.2666666666667,48.3,11.5,36.8,156,"Garside 1994",Nevada,1.62599799882605,40.0766666666667,-117.6,6773114.98666667,6507849.38666667,6.83078844865389,347,18754609.1834774,18.7546091834774,8544369.23076923,2.19496708030126
"BARTINE RANCH WATER WELL NO. 4",2.08166666666667,46.7,6.8,39.9,288,"Garside 1994",Nevada,0.31841118799049,39.5233333333333,-116.3605,319645.745333333,347516.764,5.5046689281018,127.8,2719223.50547731,2.71922350547731,227942.5,11.9294274015478
"ALKALI HOT SPRINGS",1.58333333333333,50.5,10.2,40.3,157,"Garside 1994",Nevada,0.1995723549052,37.8266666666667,-117.34,268299,266974.066666667,5.42861905397909,50.4,5297104.4973545,5.2971044973545,318038.21656051,16.6555596828618
"BOWERS MANSION (FRANKTOWN) HOT SPRING - MAIN SPRIN",10.7333333333333,47.2,6.7,40.5,749,"Garside 1994",Nevada,1.03073461697617,39.2833333333333,-119.836666666667,1670587.52,1818784.8,6.22286923271728,65,27981304.6153846,27.9813046153846,451917.757009346,61.9168071654373
"TH SP HARDIN CITY SE QD",1.698,50.8,10.1,40.7,211,"Garside 1994",Nevada,0.22993768590793,41.1155555555556,-119.000833333333,289860.8256,289150.3824,5.46218952485703,36.1,8009705.88365651,8.00970588365651,253782.597156398,31.5612889670302
"HOBO HOT SPRINGS",7.88333333333333,46,4.7,41.3,1117,"Garside 1994",Nevada,0.89670989035417,39.055,-119.808333333333,1187419.2,1362233.69333333,6.07460406698067,65,20957441.4358974,20.9574414358974,222568.307967771,94.1618401436209
"POTT'S RANCH HOT SPRING",2.08333333333333,45,3.6,41.4,341,"Garside 1994",Nevada,0.31875876262441,39.0783333333333,-116.64,305083.333333333,360870,5.48441848283391,130.2,2771658.98617512,2.77165898617512,192668.62170088,14.3856273102848
"Gradient well 42-7",12.6166666666667,47.5,2.1,45.4,438,"Garside 1994",Nevada,1.10094462911643,37.872,-118.021,1979555,2396581.25333333,6.29656757270337,81.8,29298059.3317033,29.2980593317033,908400,32.252377071448
"TW- F WELL",14.716,64,18.1,45.9,102,"Garside 1994",Nevada,1.16778977915909,36.7594444444444,-116.116388888889,3324874.176,2826143.0496,6.52177521484128,90.1,31366737.509434,31.366737509434,4549840.94117647,6.89402946497803
"HOT SPRINGS POINT",2.08333333333333,54,8,46,300,"Garside 1994",Nevada,0.31875876262441,40.4035,-116.516666666667,383533.333333333,400966.666666667,5.58380311496982,127.8,3137454.35576422,3.13745435576422,219000,14.3262755970969
"SOLDIERS MEADOW AREA - UNNAMED HOT SPRING",0.83333333333333,54,6.9,47.1,294,"Garside 1994",Nevada,-0.07918124604762,41.3596666666667,-119.218,153413.333333333,164222,5.18586310629778,36.1,4549085.87257618,4.54908587257618,89387.7551020408,50.8915999443454
"SOLDIER MEADOWS AREA HOT SPRING",1.13333333333333,54,6.9,47.1,294,"Garside 1994",Nevada,0.05435766232259,41.3596666666667,-119.218,208642.133333333,223341.92,5.319402014668,36.1,6186756.7867036,6.1867567867036,121567.346938776,50.8915999443454
"BLACK ROCK HOT SPRINGS",11.9166666666667,57.8,10.5,47.3,198,"Garside 1994",Nevada,1.07615479141744,40.97,-119.01,2383276.13333333,2358346.46666667,6.37717436388877,36.1,65328156.9713758,65.3281569713758,1898000,34.4194715339177
"HOWARD HOT SPRING",3.15,57.8,10.3,47.5,208,"Garside 1994",Nevada,0.4983105537896,41.72,-118.503333333333,629984.88,626031,5.79933012626094,36.1,17341578.9473684,17.3415789473684,477588.461538462,36.3107159069668
"THE HOT SPRINGS",3.78333333333333,57.2,9.4,47.8,224,"Garside 1994",Nevada,0.57787460680948,41.4208333333333,-117.386666666667,747150.826666667,756648.506666667,5.87340828130279,113.8,6648932.3960164,6.6489323960164,532639.285714286,12.4829928515317
"HOT HOLE (ELKO HOT SPRINGS)",1.25,56,7.6,48.4,331,"Garside 1994",Nevada,0.09691001300806,40.8185,-115.7755,240580,253132,5.38125952054885,85.7,2953698.94982497,2.95369894982497,119093.655589124,24.8014802737713
"BOG HOT SPRINGS",63.0833333333333,55.6,6.4,49.2,275,"Garside 1994",Nevada,1.79991463345245,41.9228333333333,-118.805,12035694.4,12985880.8,7.0804711519761,36.1,359719689.750693,359.719689750693,7234167.27272727,49.7250998199657
"HORSESHOE RANCH HOT SPRINGS",0.06333333333333,58,7.4,50.6,313,"Garside 1994",Nevada,-1.19836765376683,40.6016666666667,-116.46,12719.36,13408.3253333333,4.10446525946797,127.8,104916.473656755,0.10491647365676,6381.08626198083,16.4417889602682
"HOT CREEK RANCH SPRING",48.1333333333333,62.8,9.6,53.2,190,"Garside 1994",Nevada,1.68244593851396,38.52,-116.36,10633384.96,10713940.9066667,7.02667153690699,130.2,82288332.6164875,82.2883326164875,7989120,10.3000496445776
"WEDELL SPRING NO.1",14.3166666666667,62.2,8.9,53.3,155,"Garside 1994",Nevada,1.1558419134476,38.9191,-118.1953,3126828.72,3192719.74666667,6.49510409230908,54.7,58367819.8659354,58.3678198659354,2912841.29032258,20.0381050831202
"WARM SPRINGS",2.83333333333333,63,9.3,53.7,202,"Garside 1994",Nevada,0.45229767099463,38.1866666666667,-116.371666666667,628297.333333333,636595.6,5.79816521645464,130.2,4889367.12749616,4.88936712749616,442336.633663366,11.0534980722785
"NEVADA HOT SPRINGS",3.33333333333333,61,6.4,54.6,533,"Garside 1994",Nevada,0.52287874528034,38.8995,-119.4117,711280,761488,5.85204059723749,65,11715200,11.7152,197223.264540338,59.400700152207
"BUFFALO VALLEY HOT SPRINGS",0.12666666666667,65.5,10.6,54.9,210,"Garside 1994",Nevada,-0.89733765810285,40.367,-117.3255,29413.52,29095.536,4.46854700087904,347,83848.8069164265,0.08384880691643,19021.7142857143,4.40805732106905
"WALLEYS HOT SPRINGS (GENOA HOT SPRINGS)",1.25,61,4.7,56.3,1117,"Garside 1994",Nevada,0.09691001300806,38.9811666666667,-119.8325,266730,294449,5.42607186496521,65,4529984.61538462,4.52998461538462,35290.9579230081,128.361055692152
"AQUA CALIENTE WELL NO. 3",88.3166666666667,67,10,57,320,"Garside 1994",Nevada,1.94604266913069,37.6283333333333,-114.51,21062465.2,21062465.2,7.32350920066239,90.5,232734422.099448,232.734422099448,8703607.5,26.7399951226486
"WALLEYS HOT SPRING",0.95,63,4.7,58.3,1117,"Garside 1994",Nevada,-0.02227639471115,38.9811666666667,-119.8325,210664.4,231730.84,5.32359115074885,65,3565089.84615385,3.56508984615385,26821.1280214861,132.920951098622
"BRUFFEY'S HOT SPRINGS",3.15,65.5,6.8,58.7,349,"Garside 1994",Nevada,0.4983105537896,40.2192,-116.068333333333,731467.8,773642.52,5.86419521277149,127.8,6053540.84507042,6.05354084507042,284637.249283668,21.2675637510729
"H.D. RANCH SPRING, HOT CREEK SPRINGS",37.85,64.4,5.7,58.7,329,"Garside 1994",Nevada,1.57806588383609,41.5761666666667,-115.180833333333,8615023.36,9295990.28,6.93525645939349,77,120727146.493507,120.727146493507,3628077.81155015,33.2757875559245
"SPENCER HOT SPRINGS",0.83333333333333,72,9.2,62.8,208,"Garside 1994",Nevada,-0.07918124604762,39.3269,-116.856666666667,216173.333333333,218962.666666667,5.33480211930985,347,631016.330451489,0.63101633045149,126346.153846154,4.994345385613
"DIXIE HOT SPRINGS",3.33333333333333,72,8.4,63.6,188,"Garside 1994",Nevada,0.52287874528034,39.7976666666667,-118.067333333333,864693.333333333,887008,5.93686211063781,53,16736000,16.736,559148.936170213,29.931202435312
"WALTI HOT SPRINGS",5,72,7.4,64.6,317,"Garside 1994",Nevada,0.69897000433602,39.9016666666667,-116.587,1297040,1351432,6.11295336969349,127.8,10574585.2895149,10.5745852895149,497413.249211356,21.2591548501789
"UNNAMED HOT SPRING NEAR GOLCONDA",12.5,74,9.4,64.6,220,"Garside 1994",Nevada,1.09691001300806,40.961,-117.493833333333,3347200,3378580,6.52468166285116,113.8,29688752.1968366,29.6887521968366,1791818.18181818,16.5690651529783
"HYDER (HYDRA) HOT SPRINGS",1.7,78,11.5,66.5,156,"Garside 1994",Nevada,0.23044892137827,40.0033333333333,-117.716666666667,483670.4,473001.2,5.68454950994373,347,1363115.85014409,1.36311585014409,343661.538461538,3.96644866413135
"MACFARLANE'S BATH HOUSE SPRING",0.315,76.5,9.8,66.7,201,"Garside 1994",Nevada,-0.5016894462104,41.05067,-118.7188,87644.34,87907.932,4.94272387495192,36.1,2435122.7700831,2.4351227700831,49422.0895522388,49.2719509058636
"SAN EMIDIO DESERT - UNNAMED HOT SPRING",0.5,79,11.6,67.4,219,"Garside 1994",Nevada,-0.30102999566398,40.3916666666667,-119.406666666667,144348,141000.8,5.15941077093249,58.9,2393901.52801358,2.39390152801358,72000,33.248632333522
"FLY RANCH (WARDS HOT SPRING) - WELL",8.33333333333333,80,10.3,69.7,222,"Garside 1994",Nevada,0.92081875395238,40.8633333333333,-119.341666666667,2440666.66666667,2430206.66666667,6.38750846982585,32.8,74091666.6666667,74.0916666666667,1183783.78378378,62.5888508371385
"ROWLAND HOT SPRINGS",1.9,77,3.9,73.1,411,"Garside 1994",Nevada,0.27875360095283,41.8766666666667,-115.626,532623.2,581115.76,5.72642007951287,85.7,6780814.00233372,6.78081400233372,145786.861313869,46.5118320075162
"UNNAMED HOT SPRING NEAR TREGO",2.5,84.5,10.6,73.9,202,"Garside 1994",Nevada,0.39794000867204,40.7666666666667,-119.116666666667,779270,772994,5.89168795727955,36.1,21412576.1772853,21.4125761772853,390297.02970297,54.862257582593
